country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
Japan,JPN,2020,JP,70+,70+,70.0,inf,135.0,2671.0,0.05054286783976039,28243390.0,0.4779879469143046,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,00-01,00-01,0.0,1.0,16.0,712.0,0.02247191011235955,824462.0,1.9406594846093572,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,Interpreted as age <1 year because the worksheet has a separate 01-04 bin.,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,01-04,01-04,1.0,5.0,12.0,712.0,0.016853932584269662,3631203.0,0.33046899333361424,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,05-09,05-09,5.0,10.0,176.0,712.0,0.24719101123595505,5161023.0,3.4101766258356143,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,10-14,10-14,10.0,15.0,112.0,712.0,0.15730337078651685,5525491.0,2.026969186991708,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,15-19,15-19,15.0,20.0,52.0,712.0,0.07303370786516854,5787237.0,0.8985289525899838,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,20-29,20-29,20.0,30.0,31.0,712.0,0.04353932584269663,12104558.0,0.2561018750127018,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,30-39,30-39,30.0,40.0,93.0,712.0,0.1306179775280899,13502556.0,0.6887584839492612,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,40-49,40-49,40.0,50.0,83.0,712.0,0.11657303370786516,18056425.0,0.4596701728055249,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,50-59,50-59,50.0,60.0,59.0,712.0,0.08286516853932584,16898250.0,0.34914858047430947,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,60-69,60-69,60.0,70.0,36.0,712.0,0.05056179775280899,15383722.0,0.23401358916912307,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2021,JP,70+,70+,70.0,inf,42.0,712.0,0.05898876404494382,28804415.0,0.14581098071250537,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,00-01,00-01,0.0,1.0,14.0,469.0,0.029850746268656716,798540.0,1.7531995892503822,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,Interpreted as age <1 year because the worksheet has a separate 01-04 bin.,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,01-04,01-04,1.0,5.0,13.0,469.0,0.02771855010660981,3495529.0,0.3719036517791728,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,05-09,05-09,5.0,10.0,104.0,469.0,0.22174840085287847,5059642.0,2.0554813957193017,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,10-14,10-14,10.0,15.0,82.0,469.0,0.17484008528784648,5469672.0,1.499175818952215,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,15-19,15-19,15.0,20.0,44.0,469.0,0.09381663113006397,5714786.0,0.7699325924015353,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,20-29,20-29,20.0,30.0,16.0,469.0,0.03411513859275053,12115107.0,0.13206651827342508,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,30-39,30-39,30.0,40.0,44.0,469.0,0.09381663113006397,13253045.0,0.33199917452932515,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,40-49,40-49,40.0,50.0,45.0,469.0,0.09594882729211088,17513265.0,0.2569480904902655,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,50-59,50-59,50.0,60.0,40.0,469.0,0.08528784648187633,17334149.0,0.2307583718127726,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,60-69,60-69,60.0,70.0,16.0,469.0,0.03411513859275053,15086909.0,0.1060522072480188,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2022,JP,70+,70+,70.0,inf,51.0,469.0,0.10874200426439233,29156942.0,0.17491546267094815,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,00-01,00-01,0.0,1.0,20.0,966.0,0.020703933747412008,769927.0,2.5976488680095646,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,Interpreted as age <1 year because the worksheet has a separate 01-04 bin.,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,01-04,01-04,1.0,5.0,15.0,966.0,0.015527950310559006,3372193.0,0.44481439822691055,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,05-09,05-09,5.0,10.0,201.0,966.0,0.2080745341614907,4940486.0,4.068425656909057,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,10-14,10-14,10.0,15.0,280.0,966.0,0.2898550724637681,5405726.0,5.179692792420481,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,15-19,15-19,15.0,20.0,106.0,966.0,0.10973084886128365,5670111.0,1.8694519384188424,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,20-29,20-29,20.0,30.0,46.0,966.0,0.047619047619047616,12158799.0,0.37832683968211006,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,30-39,30-39,30.0,40.0,81.0,966.0,0.08385093167701864,13027963.0,0.6217395612806085,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,40-49,40-49,40.0,50.0,68.0,966.0,0.07039337474120083,16925114.0,0.40176981968924996,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,50-59,50-59,50.0,60.0,65.0,966.0,0.06728778467908902,17798894.0,0.36519123042139584,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,60-69,60-69,60.0,70.0,36.0,966.0,0.037267080745341616,14918295.0,0.2413144397533364,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2023,JP,70+,70+,70.0,inf,48.0,966.0,0.049689440993788817,29383439.0,0.16335732519260254,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,00-01,00-01,0.0,1.0,137.0,3969.0,0.0345175107079869,752448.0,18.207238241047886,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,Interpreted as age <1 year because the worksheet has a separate 01-04 bin.,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,01-04,01-04,1.0,5.0,301.0,3969.0,0.07583774250440917,3260887.0,9.230617313632763,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,05-09,05-09,5.0,10.0,780.0,3969.0,0.1965230536659108,4806617.0,16.22762953653266,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,10-14,10-14,10.0,15.0,1427.0,3969.0,0.35953640715545476,5332572.0,26.7600699999925,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,15-19,15-19,15.0,20.0,401.0,3969.0,0.10103300579491056,5652814.0,7.09381203768601,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,20-29,20-29,20.0,30.0,175.0,3969.0,0.04409171075837742,12195983.0,1.4348986875432674,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,30-39,30-39,30.0,40.0,246.0,3969.0,0.06198034769463341,12784596.0,1.9241906431771487,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,40-49,40-49,40.0,50.0,255.0,3969.0,0.06424792139077853,16318240.0,1.562668523076018,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,50-59,50-59,50.0,60.0,133.0,3969.0,0.03350970017636684,18208924.0,0.7304110885409814,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Japan,JPN,2024,JP,60+,60+,60.0,inf,114.0,3969.0,0.02872260015117158,44439961.0,0.2565258776892266,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,00-00,00-00,0.0,1.0,90.0,1168.0,0.07705479452054795,58920.0,152.74949083503054,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,01-04,01-04,1.0,5.0,136.0,1168.0,0.11643835616438356,246953.0,55.07120788166169,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,05-09,05-09,5.0,10.0,144.0,1168.0,0.1232876712328767,314910.0,45.727350671620464,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,10-14,10-14,10.0,15.0,123.0,1168.0,0.1053082191780822,296412.0,41.49629569653051,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,15-19,15-19,15.0,20.0,57.0,1168.0,0.0488013698630137,315703.0,18.05494404551113,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,20-29,20-29,20.0,30.0,95.0,1168.0,0.08133561643835617,648958.0,14.638851820919074,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,30-39,30-39,30.0,40.0,106.0,1168.0,0.09075342465753425,571077.0,18.561419913601842,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,40-49,40-49,40.0,50.0,156.0,1168.0,0.13356164383561644,630151.0,24.755971187858147,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,50-59,50-59,50.0,60.0,141.0,1168.0,0.12071917808219178,608931.0,23.155332870226676,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,60-69,60-69,60.0,70.0,73.0,1168.0,0.0625,474511.0,15.384258742157716,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2015,NZ,70+,70+,70.0,inf,47.0,1168.0,0.04023972602739726,447513.0,10.502488195873639,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,00-00,00-00,0.0,1.0,68.0,1096.0,0.06204379562043796,59455.0,114.37221427970735,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,01-04,01-04,1.0,5.0,109.0,1096.0,0.09945255474452555,245577.0,44.38526409232135,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,05-09,05-09,5.0,10.0,120.0,1096.0,0.10948905109489052,321652.0,37.30740054468804,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,10-14,10-14,10.0,15.0,98.0,1096.0,0.08941605839416059,298923.0,32.7843625281427,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,15-19,15-19,15.0,20.0,91.0,1096.0,0.08302919708029197,317218.0,28.686896708257414,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,20-29,20-29,20.0,30.0,107.0,1096.0,0.09762773722627738,678100.0,15.77938357174458,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,30-39,30-39,30.0,40.0,125.0,1096.0,0.11405109489051095,592605.0,21.093308358856238,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,40-49,40-49,40.0,50.0,157.0,1096.0,0.14324817518248176,631992.0,24.842086608691247,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,50-59,50-59,50.0,60.0,113.0,1096.0,0.1031021897810219,618801.0,18.261121103553485,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,60-69,60-69,60.0,70.0,62.0,1096.0,0.05656934306569343,487038.0,12.730012853206526,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2016,NZ,70+,70+,70.0,inf,46.0,1096.0,0.041970802919708027,463410.0,9.92641505362422,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,00-00,00-00,0.0,1.0,129.0,2143.0,0.06019598693420439,59803.0,215.70824206143504,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,01-04,01-04,1.0,5.0,222.0,2143.0,0.10359309379374708,245388.0,90.4689715878527,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,05-09,05-09,5.0,10.0,295.0,2143.0,0.13765748950069995,325856.0,90.5307866051262,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,10-14,10-14,10.0,15.0,269.0,2143.0,0.12552496500233318,305195.0,88.14036927210472,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,15-19,15-19,15.0,20.0,202.0,2143.0,0.09426038264115726,317563.0,63.6094255313119,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,20-29,20-29,20.0,30.0,151.0,2143.0,0.07046196920205319,698820.0,21.607853238316018,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,30-39,30-39,30.0,40.0,199.0,2143.0,0.09286047596826878,619066.0,32.14519938100299,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,40-49,40-49,40.0,50.0,269.0,2143.0,0.12552496500233318,633724.0,42.44750080476675,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,50-59,50-59,50.0,60.0,198.0,2143.0,0.09239384041063929,627898.0,31.53378414965488,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,60-69,60-69,60.0,70.0,120.0,2143.0,0.05599626691553897,497050.0,24.142440398350267,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2017,NZ,70+,70+,70.0,inf,89.0,2143.0,0.041530564629024734,482389.0,18.449840274135603,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,00-00,00-00,0.0,1.0,184.0,2952.0,0.06233062330623306,59709.0,308.1612487229731,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,01-04,01-04,1.0,5.0,370.0,2952.0,0.12533875338753386,245600.0,150.6514657980456,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,05-09,05-09,5.0,10.0,407.0,2952.0,0.13787262872628725,327712.0,124.19441460794845,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,10-14,10-14,10.0,15.0,306.0,2952.0,0.10365853658536585,313471.0,97.61668543501632,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,15-19,15-19,15.0,20.0,192.0,2952.0,0.06504065040650407,317646.0,60.44464592659753,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,20-29,20-29,20.0,30.0,254.0,2952.0,0.08604336043360433,709224.0,35.81379084746145,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,30-39,30-39,30.0,40.0,296.0,2952.0,0.1002710027100271,647403.0,45.72113505807048,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,40-49,40-49,40.0,50.0,372.0,2952.0,0.12601626016260162,634775.0,58.603442164546486,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,50-59,50-59,50.0,60.0,274.0,2952.0,0.09281842818428185,635943.0,43.085622453584676,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,60-69,60-69,60.0,70.0,163.0,2952.0,0.05521680216802168,507170.0,32.139124948242205,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2018,NZ,70+,70+,70.0,inf,134.0,2952.0,0.04539295392953929,502192.0,26.683021633160227,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,00-00,00-00,0.0,1.0,88.0,1206.0,0.07296849087893864,59547.0,147.7824239676222,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,01-04,01-04,1.0,5.0,168.0,1206.0,0.13930348258706468,245995.0,68.29407101770362,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,05-09,05-09,5.0,10.0,115.0,1206.0,0.09535655058043117,328347.0,35.02392286209407,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,10-14,10-14,10.0,15.0,98.0,1206.0,0.0812603648424544,322387.0,30.39824806831541,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,15-19,15-19,15.0,20.0,70.0,1206.0,0.05804311774461028,317961.0,22.015278603350726,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,20-29,20-29,20.0,30.0,94.0,1206.0,0.0779436152570481,715156.0,13.143985368227352,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,30-39,30-39,30.0,40.0,120.0,1206.0,0.09950248756218906,676586.0,17.73610450112772,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,40-49,40-49,40.0,50.0,154.0,1206.0,0.12769485903814262,636338.0,24.200974953562415,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,50-59,50-59,50.0,60.0,120.0,1206.0,0.09950248756218906,643319.0,18.65326533181827,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,60-69,60-69,60.0,70.0,106.0,1206.0,0.087893864013267,520927.0,20.34834055443469,middle_adult_40_64y;elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2019,NZ,70+,70+,70.0,inf,73.0,1206.0,0.06053067993366501,522851.0,13.96191266727997,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,00-00,00-00,0.0,1.0,16.0,171.0,0.0935672514619883,59849.0,26.733947100202172,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
New_Zealand,NZL,2020,NZ,01-04,01-04,1.0,5.0,29.0,171.0,0.1695906432748538,245771.0,11.799602068592309,child_1_4y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
